Fecha;Precio pollo a pie;Peso promedio pollo (kg/unid.);Precio pollo en granja;Precio pollo en cd (Acopio);Precio pollo en minoristas;Precio gallina negra;Precio gallina colorada;Precio gallina reproductora;Precio huevo rosado
2024-05-12 00:00:00;6.9;2.68;6.7;6.9;10.58;13.43;10.35;7.5;8.58
2024-05-13 00:00:00;6.9;2.64;6.69;6.9;10.58;13.43;10.15;7.4;8.5
2024-05-14 00:00:00;6.9;2.67;6.69;6.9;10.64;13.43;10.15;7.33;8.48
2024-05-15 00:00:00;6.9;2.68;6.69;6.9;10.54;13.43;10.15;7.4;8.45
2024-05-16 00:00:00;6.9;2.68;6.69;6.9;10.54;13.43;10.15;7.4;8.45
2024-05-17 00:00:00;6.4;2.71;6.15;6.4;10.54;13.43;10.15;7;8.4
2024-05-18 00:00:00;6.4;2.71;6.15;6.4;10.54;13.43;10.15;7;8.4
2024-05-19 00:00:00;6.4;2.71;6.15;6.4;10.54;13.43;10.15;7;8.4
2024-05-20 00:00:00;6.3;2.69;6.11;6.3;10.09;13.43;10.35;7.03;8.45
2024-05-21 00:00:00;6.3;2.7;6.05;6.3;10.43;13.43;10.35;7.03;8.3
2024-05-22 00:00:00;6.2;2.7;5.97;6.2;9.99;13.43;10.35;7.08;8.2
2024-05-23 00:00:00;6.1;2.74;5.88;6.1;10.21;13.43;10.35;7.08;8.18
2024-05-24 00:00:00;6;2.76;5.81;6;9.92;13.43;10.35;7.08;8.08
2024-05-25 00:00:00;6;2.76;5.81;6;9.92;13.43;10.35;7.08;8.08
2024-05-26 00:00:00;6;2.76;5.81;6;9.92;13.43;10.35;7.08;8.08
2024-05-27 00:00:00;5.6;2.76;5.27;5.6;9.42;13.43;9.4;7;8.19
2024-05-28 00:00:00;5.5;2.75;5.26;5.5;9.78;13.43;9.4;7.08;8.15
2024-05-29 00:00:00;5.5;2.8;5.17;5.5;9.23;13.43;9.4;7.27;8.13
2024-05-30 00:00:00;5.4;2.77;5.08;5.4;9.52;13.43;9.4;7.1;8.28
2024-05-31 00:00:00;5.3;2.75;5.06;5.3;9.18;13.43;9.4;7.45;8.25
2024-06-01 00:00:00;5.3;2.75;5.06;5.3;9.18;13.43;9.4;7.45;8.25
2024-06-02 00:00:00;5.3;2.75;5.06;5.3;9.18;13.43;9.4;7.45;8.25
2024-06-03 00:00:00;5.2;2.7;4.97;5.2;9.12;13.43;9.3;8.38;8.28
2024-06-04 00:00:00;5.1;2.65;4.93;5.1;9.18;13.43;9.3;8.5;8.45
2024-06-05 00:00:00;5.1;2.68;4.91;5.1;9.15;13.43;9.3;8.4;8.53
2024-06-06 00:00:00;5.1;2.75;4.91;5.1;9.15;13.43;9.3;8.4;8.53
2024-06-07 00:00:00;5.12;2.7;4.93;5.12;9.14;13.43;9.3;8.42;8.45
2024-06-08 00:00:00;5.12;2.7;4.93;5.12;9.14;13.43;9.3;8.42;8.45
2024-06-09 00:00:00;5.12;2.7;4.93;5.12;9.14;13.43;9.3;8.42;8.45
2024-06-10 00:00:00;5.7;2.69;5.5;5.7;9.53;13.43;10.4;9.8;8.5
2024-06-11 00:00:00;5.7;2.71;5.5;5.7;9.28;13.43;10.4;10.25;8.85
2024-06-12 00:00:00;5.7;2.76;5.47;5.7;9.53;13.43;10.4;10.25;8.8
2024-06-13 00:00:00;5.6;2.87;5.42;5.6;9.53;13.43;10.4;9.93;8.8
2024-06-14 00:00:00;5.6;2.75;5.37;5.6;9.54;13.43;10.55;10.67;8.8
2024-06-15 00:00:00;5.6;2.75;5.37;5.6;9.54;13.43;10.55;10.67;8.8
2024-06-16 00:00:00;5.6;2.75;5.37;5.6;9.54;13.43;10.55;10.67;8.8
2024-06-17 00:00:00;5.5;2.68;5.29;5.5;9.43;13.43;10.55;11.1;8.81
2024-06-18 00:00:00;5.5;2.7;5.28;5.5;9.5;13.43;10.55;10.73;8.75
2024-06-19 00:00:00;5.4;2.71;5.27;5.4;9.44;13.43;10.55;10.73;8.73
2024-06-20 00:00:00;5.4;2.71;5.17;5.4;9.47;13.43;10.55;10.73;8.75
2024-06-21 00:00:00;5.3;2.69;5.17;5.3;9.36;13.43;10.55;10.68;8.75
2024-06-22 00:00:00;5.3;2.69;5.17;5.3;9.36;13.43;10.55;10.68;8.75
2024-06-23 00:00:00;5.3;2.69;5.17;5.3;9.36;13.43;10.55;10.68;8.75
2024-06-24 00:00:00;5.3;2.7;5.17;5.3;9.28;13.43;10.55;10.83;8.75
2024-06-25 00:00:00;5.3;2.72;5.17;5.3;9.36;13.43;10.55;10.95;8.45
2024-06-26 00:00:00;5.3;2.7;5.1;5.3;9.25;13.43;10.55;10.93;8.4
2024-06-27 00:00:00;5.2;2.72;5.09;5.2;9.3;13.43;10.55;11;8.35
2024-06-28 00:00:00;5.7;2.75;5.58;5.7;9.6;13.43;10.55;11.25;8.23
2024-06-29 00:00:00;5.7;2.75;5.58;5.7;9.6;13.43;10.55;11.25;8.23
2024-06-30 00:00:00;5.7;2.75;5.58;5.7;9.6;13.43;10.55;11.25;8.23
2024-07-01 00:00:00;5.7;2.68;5.51;5.7;9.59;13.43;9.7;10.67;8.36
2024-07-02 00:00:00;5.7;2.7;5.45;5.7;9.48;13.43;9.7;11.25;8.28
2024-07-03 00:00:00;5.65;2.73;5.44;5.65;9.47;13.43;9.7;11;8.33
2024-07-04 00:00:00;5.65;2.73;5.41;5.65;9.55;13.43;9.7;11;8.33
2024-07-05 00:00:00;5.6;2.7;5.41;5.6;9.49;13.43;9.7;11;8.33
2024-07-06 00:00:00;5.6;2.7;5.41;5.6;9.49;13.43;9.7;11;8.33
2024-07-07 00:00:00;5.6;2.7;5.41;5.6;9.49;13.43;9.7;11;8.33
2024-07-08 00:00:00;5.6;2.73;5.4;5.6;9.43;13.43;9.55;11;8.32
2024-07-09 00:00:00;5.6;2.74;5.38;5.6;9.46;13.43;9.55;11;8.43
2024-07-10 00:00:00;5.6;2.78;5.36;5.6;9.39;13.43;9.55;11;8.43
2024-07-11 00:00:00;5.5;2.75;5.35;5.5;9.44;13.43;9.55;10.77;8.4
2024-07-12 00:00:00;6;2.69;5.81;6;9.82;13.43;9.55;10.17;8.4
2024-07-13 00:00:00;6;2.69;5.81;6;9.82;13.43;9.55;10.17;8.4
2024-07-14 00:00:00;6;2.69;5.81;6;9.82;13.43;9.55;10.17;8.4
2024-07-15 00:00:00;6;2.68;5.81;6;9.66;13.43;9.55;10.75;8.41
2024-07-16 00:00:00;6.3;2.65;6.11;6.3;9.62;13.43;9.55;10.75;8.35
2024-07-17 00:00:00;6.3;2.66;6.11;6.3;9.92;13.43;9.55;10.5;8.25
2024-07-18 00:00:00;6.7;2.68;6.51;6.7;9.8;13.43;9.55;10.25;8.18
2024-07-19 00:00:00;6.7;2.61;6.5;6.7;10.34;13.43;9.55;10.25;8.15
2024-07-20 00:00:00;6.7;2.61;6.5;6.7;10.34;13.43;9.55;10.25;8.15
2024-07-21 00:00:00;6.7;2.61;6.5;6.7;10.34;13.43;9.55;10.25;8.15
2024-07-22 00:00:00;6.7;2.71;6.5;6.7;10.34;13.43;9.4;9.9;8.23
2024-07-23 00:00:00;6.6;2.67;6.41;6.6;10.2;13.43;9.51;10.23;8.19
2024-07-24 00:00:00;6.7;2.66;6.49;6.7;10.35;13.43;9.4;10.23;8.08
2024-07-25 00:00:00;6.7;2.67;6.49;6.7;10.34;13.43;9.4;10.23;8.05
2024-07-26 00:00:00;6.7;2.68;6.49;6.7;10.34;13.43;9.4;10.12;8.07
2024-07-27 00:00:00;6.7;2.68;6.49;6.7;10.34;13.43;9.4;10.12;8.07
2024-07-28 00:00:00;6.7;2.68;6.49;6.7;10.34;13.43;9.4;10.12;8.07
2024-07-29 00:00:00;6.7;2.67;6.49;6.7;10.35;13.43;9.4;10.23;8.07
2024-07-30 00:00:00;6.7;2.74;6.5;6.7;10.35;13.43;9.9;10.23;7.88
2024-07-31 00:00:00;6.7;2.71;6.49;6.7;10.27;13.43;9.9;10.23;7.95
2024-08-01 00:00:00;6.7;2.69;6.43;6.7;10.27;13.43;9.9;10.23;8.03
2024-08-02 00:00:00;6.7;2.68;6.44;6.7;10.27;13.43;9.9;10.23;8.03
2024-08-03 00:00:00;6.7;2.68;6.44;6.7;10.27;13.43;9.9;10.23;8.03
2024-08-04 00:00:00;6.7;2.68;6.44;6.7;10.27;13.43;9.9;10.23;8.03
2024-08-05 00:00:00;6.7;2.63;6.42;6.7;10.33;13.43;9.9;12.6;8.03
2024-08-06 00:00:00;6.7;2.68;6.45;6.7;10.29;13.43;9.9;10.82;8.01
2024-08-07 00:00:00;6.7;2.65;6.43;6.7;10.33;13.43;9.9;12.6;8.13
2024-08-08 00:00:00;6.7;2.66;6.42;6.7;10.31;13.43;9.9;12.65;8.13
2024-08-09 00:00:00;6.7;2.67;6.44;6.7;10.25;13.43;9.9;12.65;8.13
2024-08-10 00:00:00;6.7;2.67;6.44;6.7;10.25;13.43;9.9;12.65;8.13
2024-08-11 00:00:00;6.7;2.67;6.44;6.7;10.25;13.43;9.9;12.65;8.13
2024-08-12 00:00:00;6.7;2.64;6.46;6.7;10.17;13.43;10.9;12.9;8.13
2024-08-13 00:00:00;6.7;2.68;6.46;6.7;10.25;13.43;10.9;13.25;8.13
2024-08-14 00:00:00;6.7;2.63;6.45;6.7;10.2;13.43;10.9;13.5;8.08
2024-08-15 00:00:00;7;2.62;6.75;7;10.21;13.43;10.9;12.63;8
2024-08-16 00:00:00;7;2.64;6.76;7;10.59;13.43;10.9;13.5;7.95
2024-08-17 00:00:00;7;2.64;6.76;7;10.59;13.43;10.9;13.5;7.95
2024-08-18 00:00:00;7;2.64;6.76;7;10.59;13.43;10.9;13.5;7.95
2024-08-19 00:00:00;7;2.66;6.77;7;10.64;13.43;10.6;14;7.88
2024-08-20 00:00:00;7;2.66;6.76;7;10.48;13.43;10.6;13.75;7.68
2024-08-21 00:00:00;7;2.65;6.76;7;10.63;13.43;10.5;13.4;7.58
2024-08-22 00:00:00;7;2.69;6.76;7;10.62;13.43;10.5;13.6;7.5
2024-08-23 00:00:00;7;2.64;6.77;7;10.5;13.43;10.5;12.57;7.45
2024-08-24 00:00:00;7;2.64;6.77;7;10.5;13.43;10.5;12.57;7.45
2024-08-25 00:00:00;7;2.64;6.77;7;10.5;13.43;10.5;12.57;7.45
2024-08-26 00:00:00;7;2.68;6.77;7;10.49;13.43;10.5;12.75;7.2
2024-08-27 00:00:00;7;2.71;6.77;7;10.49;13.43;10.5;12.13;7.13
2024-08-28 00:00:00;7;2.66;6.77;7;10.47;13.43;10.5;12.23;7.15
2024-08-29 00:00:00;7.2;2.62;6.98;7.2;10.49;13.43;10.5;12.08;7.13
2024-08-30 00:00:00;7.05;2.67;6.82;7.05;10.48;13.43;10.5;12.3;7.15
2024-08-31 00:00:00;7.05;2.67;6.82;7.05;10.48;13.43;10.5;12.3;7.15
2024-09-01 00:00:00;7.05;2.67;6.82;7.05;10.48;13.43;10.5;12.3;7.15
2024-09-02 00:00:00;7.2;2.66;6.98;7.2;10.72;13.43;9.7;11.2;7.14
2024-09-03 00:00:00;7.2;2.67;6.98;7.2;10.6;13.43;9.7;11.08;7.1
2024-09-04 00:00:00;7.2;2.64;6.99;7.2;10.99;13.43;9.7;11.27;7.1
2024-09-05 00:00:00;7.2;2.66;6.98;7.2;10.86;13.43;9.7;11.18;7.1
2024-09-06 00:00:00;7.2;2.66;6.99;7.2;10.87;13.43;9.7;10.15;7.1
2024-09-07 00:00:00;7.2;2.66;6.99;7.2;10.87;13.43;9.7;10.15;7.1
2024-09-08 00:00:00;7.2;2.66;6.99;7.2;10.87;13.43;9.7;10.15;7.1
2024-09-09 00:00:00;7.2;2.71;6.99;7.2;10.8;13.43;9.9;9.27;7.1
2024-09-10 00:00:00;7.2;2.71;6.99;7.2;10.89;13.43;9.9;9.15;6.98
2024-09-11 00:00:00;7.2;2.7;6.99;7.2;10.81;13.43;9.9;9.27;6.95
2024-09-12 00:00:00;7.2;2.65;6.99;7.2;10.83;13.43;9.9;9.15;6.9
2024-09-13 00:00:00;7.2;2.63;6.99;7.2;10.9;13.43;9.9;8.15;6.73
2024-09-14 00:00:00;7.2;2.63;6.99;7.2;10.9;13.43;9.9;8.15;6.73
2024-09-15 00:00:00;7.2;2.63;6.99;7.2;10.9;13.43;9.9;8.15;6.73
2024-09-16 00:00:00;7.2;2.69;7;7.2;10.87;13.43;8.7;8.27;6.89
2024-09-17 00:00:00;7.2;2.69;7;7.2;10.86;13.43;8.7;8.15;6.65
2024-09-18 00:00:00;7.2;2.71;7;7.2;10.79;13.43;8.7;8.15;6.7
2024-09-19 00:00:00;7.2;2.74;6.99;7.2;10.79;13.43;8.7;8.15;6.65
2024-09-20 00:00:00;7.2;2.72;7;7.2;10.77;13.43;8.7;8.15;6.65
2024-09-21 00:00:00;7.2;2.72;7;7.2;10.77;13.43;8.7;8.15;6.65
2024-09-22 00:00:00;7.2;2.72;7;7.2;10.77;13.43;8.7;8.15;6.65
2024-09-23 00:00:00;7.2;2.68;7;7.2;10.86;13.43;8.1;8.1;6.66
2024-09-24 00:00:00;7.2;2.74;6.99;7.2;10.8;13.43;8.1;8.27;6.65
2024-09-25 00:00:00;7.2;2.75;6.99;7.2;10.76;13.43;8.35;8.15;6.55
2024-09-26 00:00:00;7.2;2.72;6.99;7.2;10.8;13.43;8.31;8.17;6.62
2024-09-27 00:00:00;7.2;2.67;6.99;7.2;10.73;13.43;8.35;8.2;6.53
2024-09-28 00:00:00;7.2;2.67;6.99;7.2;10.73;13.43;8.35;8.2;6.53
2024-09-29 00:00:00;7.2;2.67;6.99;7.2;10.73;13.43;8.35;8.2;6.53
2024-09-30 00:00:00;7.2;2.69;6.99;7.2;10.73;13.43;7.4;7.53;6.38
2024-10-01 00:00:00;7.2;2.7;6.99;7.2;10.74;13.43;7.4;7.4;6.28
2024-10-02 00:00:00;7.2;2.69;6.99;7.2;10.77;13.43;7.4;7.37;6.25
2024-10-03 00:00:00;7.2;2.67;6.99;7.2;10.74;13.43;7.4;7.43;6.23
2024-10-04 00:00:00;7.2;2.67;6.99;7.2;10.83;13.43;7.4;7.65;6.23
2024-10-05 00:00:00;7.2;2.67;6.99;7.2;10.83;13.43;7.4;7.65;6.23
2024-10-06 00:00:00;7.2;2.67;6.99;7.2;10.83;13.43;7.4;7.65;6.23
2024-10-07 00:00:00;7.2;2.68;6.99;7.2;10.8;13.43;7.4;7.46;6.25
2024-10-08 00:00:00;7.2;2.68;6.99;7.2;10.8;13.43;7.4;7.48;6.24
2024-10-09 00:00:00;7.2;2.74;6.99;7.2;10.74;13.43;7.2;7.65;6.28
2024-10-10 00:00:00;7.2;2.76;7;7.2;10.79;13.43;7.2;7.65;6.28
2024-10-11 00:00:00;7.2;2.75;6.99;7.2;10.99;13.43;7.2;7.77;6.25
2024-10-12 00:00:00;7.2;2.75;6.99;7.2;10.99;13.43;7.2;7.77;6.25
2024-10-13 00:00:00;7.2;2.75;6.99;7.2;10.99;13.43;7.2;7.77;6.25
2024-10-14 00:00:00;7.2;2.8;6.99;7.2;10.74;13.43;7.2;7.77;6.27
2024-10-15 00:00:00;7.2;2.82;6.99;7.2;10.82;13.43;7.2;7.77;6.18
2024-10-16 00:00:00;7.2;2.8;6.98;7.2;10.8;13.43;7.2;7.77;6.25
2024-10-17 00:00:00;7.2;2.81;6.98;7.2;10.84;13.43;7.2;7.9;6.25
2024-10-18 00:00:00;7.2;2.81;6.98;7.2;10.7;13.43;7.2;7.77;6.3
2024-10-19 00:00:00;7.2;2.81;6.98;7.2;10.7;13.43;7.2;7.77;6.3
2024-10-20 00:00:00;7.2;2.81;6.98;7.2;10.7;13.43;7.2;7.77;6.3
2024-10-21 00:00:00;7.2;2.77;6.98;7.2;10.72;13.43;7.2;7.77;6.24
2024-10-22 00:00:00;7.2;2.74;6.94;7.2;10.74;13.43;7.2;7.77;6.26
2024-10-23 00:00:00;7.15;2.77;6.93;7.15;11.09;13.43;7.2;7.77;6.26
2024-10-24 00:00:00;7.15;2.76;6.92;7.15;10.84;13.43;7.2;7.9;6.25
2024-10-25 00:00:00;7.15;2.74;6.94;7.15;10.65;13.43;7.2;7.9;6.25
2024-10-26 00:00:00;7.15;2.74;6.94;7.15;10.65;13.43;7.2;7.9;6.25
2024-10-27 00:00:00;7.15;2.74;6.94;7.15;10.65;13.43;7.2;7.9;6.25
2024-10-28 00:00:00;7.35;2.73;7.14;7.35;11.06;13.43;7.15;7.9;6.2
2024-10-29 00:00:00;7.35;2.72;7.13;7.35;10.93;13.43;7.15;7.75;6.2
2024-10-30 00:00:00;7.35;2.72;7.14;7.35;11.06;13.43;7.17;7.75;6.15
2024-10-31 00:00:00;7.35;2.7;7.14;7.35;10.92;13.43;7.15;7.77;6.15
2024-11-01 00:00:00;7.35;2.72;7.14;7.35;11.06;13.43;7.15;7.79;6.18
2024-11-02 00:00:00;7.35;2.72;7.14;7.35;11.06;13.43;7.15;7.79;6.18
2024-11-03 00:00:00;7.35;2.72;7.14;7.35;11.06;13.43;7.15;7.79;6.18
2024-11-04 00:00:00;7.35;2.7;7.15;7.35;11.02;13.43;7.15;7.43;6.03
2024-11-05 00:00:00;7.4;2.74;7.14;7.4;11.02;13.43;7.15;7.65;5.93
2024-11-06 00:00:00;7.4;2.72;7.15;7.4;11.16;13.43;7.15;7.5;5.9
2024-11-07 00:00:00;7.4;2.73;7.14;7.4;11.07;13.43;7.15;7.5;5.9
2024-11-08 00:00:00;7.4;2.7;7.14;7.4;11.05;13.43;7.15;7.25;5.88
2024-11-09 00:00:00;7.4;2.7;7.14;7.4;11.05;13.43;7.15;7.25;5.88
2024-11-10 00:00:00;7.4;2.7;7.14;7.4;11.05;13.43;7.15;7.25;5.88
2024-11-11 00:00:00;7.4;2.65;7.14;7.4;11.18;13.43;6.7;7.3;5.88
2024-11-12 00:00:00;7.4;2.68;7.14;7.4;11.13;13.43;6.7;7.2;5.8
2024-11-13 00:00:00;7.4;2.71;7.14;7.4;11.08;13.43;6.93;6.85;5.73
2024-11-14 00:00:00;7.4;2.69;7.14;7.4;11.1;13.43;6.85;7.15;5.82
2024-11-15 00:00:00;7.4;2.68;7.14;7.4;11.13;13.43;6.7;7.12;5.8
2024-11-16 00:00:00;7.4;2.68;7.14;7.4;11.13;13.43;6.7;7.12;5.8
2024-11-17 00:00:00;7.4;2.68;7.14;7.4;11.13;13.43;6.7;7.12;5.8
2024-11-18 00:00:00;7.4;2.64;7.14;7.4;11.07;13.43;5.7;6.77;5.65
2024-11-19 00:00:00;7.4;2.66;7.14;7.4;11.07;13.43;5.7;6.77;5.7
2024-11-20 00:00:00;7.4;2.68;7.14;7.4;11.02;13.43;5.7;6.77;5.73
2024-11-21 00:00:00;7.4;2.69;7.14;7.4;11.04;13.43;5.7;6.77;5.73
2024-11-22 00:00:00;7.4;2.71;7.15;7.4;11.11;13.43;5.7;6.77;5.83
2024-11-23 00:00:00;7.4;2.71;7.15;7.4;11.11;13.43;5.7;6.77;5.83
2024-11-24 00:00:00;7.4;2.71;7.15;7.4;11.11;13.43;5.7;6.77;5.83
2024-11-25 00:00:00;7.4;2.73;7.14;7.4;10.83;13.43;5.3;6.63;5.8
2024-11-26 00:00:00;7.6;2.67;7.34;7.6;10.99;13.43;5.3;6.63;5.78
2024-11-27 00:00:00;7.6;2.67;7.34;7.6;11.29;13.43;5.3;6.63;5.78
2024-11-28 00:00:00;7.6;2.72;7.34;7.6;11.08;13.43;5.3;6.48;5.78
2024-11-29 00:00:00;7.6;2.71;7.34;7.6;11.45;13.43;5.3;6.4;5.78
2024-11-30 00:00:00;7.6;2.71;7.34;7.6;11.45;13.43;5.3;6.4;5.78
2024-12-01 00:00:00;7.6;2.71;7.34;7.6;11.45;13.43;5.3;6.4;5.78
2024-12-02 00:00:00;7.6;2.76;7.34;7.6;11.4;13.43;5.4;6.27;5.78
2024-12-03 00:00:00;7.6;2.75;7.34;7.6;11.38;13.43;5.4;6.27;5.7
2024-12-04 00:00:00;7.6;2.74;7.34;7.6;11.34;13.43;5.4;6.15;5.73
2024-12-05 00:00:00;7.6;2.74;7.33;7.6;11.4;13.43;6.5;6.27;5.7
2024-12-06 00:00:00;7.6;2.75;7.34;7.6;11.37;13.43;5.67;6.24;5.73
2024-12-07 00:00:00;7.6;2.75;7.34;7.6;11.37;13.43;5.67;6.24;5.73
2024-12-08 00:00:00;7.6;2.75;7.34;7.6;11.37;13.43;5.67;6.24;5.73
2024-12-09 00:00:00;7.6;2.74;7.34;7.6;11.34;13.43;5.77;6.23;5.71
2024-12-10 00:00:00;7.6;2.78;7.29;7.6;11.34;13.43;6.6;5.77;5.7
2024-12-11 00:00:00;7.6;2.82;7.29;7.6;11.48;13.43;6.6;5.77;5.7
2024-12-12 00:00:00;7.6;2.83;7.29;7.6;11.48;13.43;6.6;5.77;5.7
2024-12-13 00:00:00;7.6;2.84;7.29;7.6;11.3;13.43;6.6;5.9;5.65
2024-12-14 00:00:00;7.6;2.84;7.29;7.6;11.3;13.43;6.6;5.9;5.65
2024-12-15 00:00:00;7.6;2.84;7.29;7.6;11.3;13.43;6.6;5.9;5.65
2024-12-16 00:00:00;7.6;2.91;7.26;7.6;11.38;13.43;6.7;5.93;5.48
2024-12-17 00:00:00;7.6;2.85;7.28;7.6;11.39;13.43;6.62;5.84;5.63
2024-12-18 00:00:00;7.1;2.89;6.75;7.1;11.03;13.43;6.7;5.9;5.38
2024-12-19 00:00:00;6.4;2.9;6.03;6.4;11.24;13.43;6.7;5.93;5.38
2024-12-20 00:00:00;6.4;2.84;5.96;6.4;10.49;13.43;6.7;5.9;5.15
2024-12-21 00:00:00;6.4;2.84;5.96;6.4;10.49;13.43;6.7;5.9;5.15
2024-12-22 00:00:00;6.4;2.84;5.96;6.4;10.49;13.43;6.7;5.9;5.15
2024-12-23 00:00:00;6.63;2.88;6.25;6.63;10.76;13.43;6.7;5.91;5.3
2024-12-24 00:00:00;6.63;2.88;6.25;6.63;10.76;13.43;6.7;5.91;5.3
2024-12-25 00:00:00;6.4;2.87;6;6.4;10.49;13.43;6.7;5.92;5.26
2024-12-26 00:00:00;6.4;2.87;5.96;6.4;10.49;13.43;6.7;5.9;4.8
2024-12-27 00:00:00;6.4;2.87;5.93;6.4;10.38;13.43;7.2;7;4.7
2024-12-28 00:00:00;6.4;2.87;5.93;6.4;10.38;13.43;7.2;7;4.7
2024-12-29 00:00:00;6.4;2.87;5.93;6.4;10.38;13.43;7.2;7;4.7
2024-12-30 00:00:00;5.7;2.85;5.32;5.7;9.85;13.43;7.2;8.1;4.75
2024-12-31 00:00:00;5.5;2.92;5.32;5.5;10.12;13.43;7.2;8.1;4.43
2025-01-01 00:00:00;6;2.88;5.52;6;10.12;13.43;7.2;8.1;4.64
2025-01-02 00:00:00;5.5;2.82;5.32;5.5;10.38;13.43;7.2;8.1;4.56
2025-01-03 00:00:00;5.5;2.81;5.32;5.5;10.11;13.43;7.2;8.1;4.4
2025-01-04 00:00:00;5.5;2.81;5.32;5.5;10.11;13.43;7.2;8.1;4.4
2025-01-05 00:00:00;5.5;2.81;5.32;5.5;10.11;13.43;7.2;8.1;4.4
2025-01-06 00:00:00;5.5;2.71;5.32;5.5;10.38;13.43;6.53;9.07;4.42
2025-01-07 00:00:00;5.5;2.77;5.24;5.5;10.38;13.43;6.53;9.07;4.43
2025-01-08 00:00:00;5.5;2.76;5.25;5.5;10.38;13.43;6.53;9.45;4.6
2025-01-09 00:00:00;5.5;2.78;5.18;5.5;10.13;13.43;6.7;9.77;4.63
2025-01-10 00:00:00;5.4;2.78;5.1;5.4;9.89;13.43;6.53;9.77;4.73
2025-01-11 00:00:00;5.4;2.78;5.1;5.4;9.89;13.43;6.53;9.77;4.73
2025-01-12 00:00:00;5.4;2.78;5.1;5.4;9.89;13.43;6.53;9.77;4.73
2025-01-13 00:00:00;5.3;2.78;5.02;5.3;9.64;13.43;7.4;9.77;4.6
2025-01-14 00:00:00;5.3;2.75;5.03;5.3;9.4;13.43;6.82;9.77;5.5
2025-01-15 00:00:00;5.3;2.76;4.96;5.3;9.15;13.43;6.96;9.58;5.55
2025-01-16 00:00:00;5.2;2.72;4.87;5.2;9.01;13.43;6.96;9.58;5.7
2025-01-17 00:00:00;5.1;2.69;4.77;5.1;8.98;13.43;7.4;9.5;5.8
2025-01-18 00:00:00;5.1;2.69;4.77;5.1;8.98;13.43;7.4;9.5;5.8
2025-01-19 00:00:00;5.1;2.69;4.77;5.1;8.98;13.43;7.4;9.5;5.8
2025-01-20 00:00:00;4.9;2.68;4.67;4.9;9.04;13.43;7.7;8.7;5.85
2025-01-21 00:00:00;4.67;2.69;4.9;4.67;9.04;13.43;7.55;8.7;5.85
2025-01-22 00:00:00;4.65;2.7;4.9;4.65;8.85;13.43;7.55;9.03;5.8
2025-01-23 00:00:00;4.9;2.73;4.62;4.9;8.85;13.43;7.55;8.93;5.78
2025-01-24 00:00:00;4.9;2.73;4.57;4.9;8.8;13.43;8.7;9;5.73
2025-01-25 00:00:00;4.9;2.73;4.57;4.9;8.8;13.43;8.7;9;5.73
2025-01-26 00:00:00;4.9;2.73;4.57;4.9;8.8;13.43;8.7;9;5.73
2025-01-27 00:00:00;4.75;2.76;4.51;4.75;8.79;13.43;8.7;8.1;5.79
2025-01-28 00:00:00;4.75;2.74;4.5;4.75;8.82;13.43;8.7;8.1;5.63
2025-01-29 00:00:00;4.75;2.79;4.46;4.75;8.71;13.43;8.7;8.1;5.55
2025-01-30 00:00:00;4.7;2.79;4.45;4.7;8.77;13.43;8.7;7.5;5.55
2025-01-31 00:00:00;4.7;2.83;4.46;4.7;8.69;13.43;8.7;7.9;5.55
2025-02-01 00:00:00;4.7;2.83;4.46;4.7;8.69;13.43;8.7;7.9;5.55
2025-02-02 00:00:00;4.7;2.83;4.46;4.7;8.69;13.43;8.7;7.9;5.55
2025-02-03 00:00:00;4.5;2.8;4.27;4.5;8.62;13.43;8.7;7.77;5.57
2025-02-04 00:00:00;4.5;2.81;4.26;4.5;8.67;13.43;8.7;7.75;5.63
2025-02-05 00:00:00;4.5;2.79;4.26;4.5;8.65;13.43;8.7;7.5;5.63
2025-02-06 00:00:00;4.5;2.83;4.11;4.5;8.65;13.43;8.7;7.75;5.63
2025-02-07 00:00:00;4.4;2.79;4.1;4.4;8.52;13.43;8;7.75;5.6
2025-02-08 00:00:00;4.4;2.79;4.1;4.4;8.52;13.43;8;7.75;5.6
2025-02-09 00:00:00;4.4;2.79;4.1;4.4;8.52;13.43;8;7.75;5.6
2025-02-10 00:00:00;4.4;2.82;3.72;4.4;8.43;13.43;8;8.05;5.62
2025-02-11 00:00:00;4.1;2.81;3.73;4.1;8.53;13.43;8;8.05;5.58
2025-02-12 00:00:00;4.1;2.79;3.64;4.1;8.27;13.43;8;8.15;5.58
2025-02-13 00:00:00;3.9;2.8;3.56;3.9;8.41;13.43;8;8.2;5.58
2025-02-14 00:00:00;4.9;2.77;4.56;4.9;8.93;13.43;8.2;8.58;5.58
2025-02-15 00:00:00;4.9;2.77;4.56;4.9;8.93;13.43;8.2;8.58;5.58
2025-02-16 00:00:00;4.9;2.77;4.56;4.9;8.93;13.43;8.2;8.58;5.58
2025-02-17 00:00:00;4.9;2.77;4.56;4.9;8.86;13.43;8.2;8;5.58
2025-02-18 00:00:00;4.9;2.75;4.55;4.9;8.69;13.43;8;8.77;5.55
2025-02-19 00:00:00;4.9;2.78;4.54;4.9;8.85;13.43;8;8.77;5.58
2025-02-20 00:00:00;5.5;2.78;5.15;5.5;8.88;13.43;8;8.77;5.58
2025-02-21 00:00:00;5.5;2.76;5.15;5.5;9.09;13.43;8;7.93;5.6
2025-02-22 00:00:00;5.5;2.76;5.15;5.5;9.09;13.43;8;7.93;5.6
